database_name,schema_name,table_name,table_type,table_description,ordinal_position,column_name,data_type,is_nullable,column_default,column_description
APM_INTERLINE,APM,EXCHANGE_RULES_UPLOAD_HISTORY,BASE TABLE,,2,LAST_MODIFIED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,FLIGHT_DETAIL,BASE TABLE,,2,ARRIVAL_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PASSENGER_PNR_ERROR,BASE TABLE,,7,BIRTH_DATE,DATE,YES,,
APM_INTERLINE,APM,PASSENGER_CANCEL_INFO,BASE TABLE,,8,PNR_ID,NUMBER,YES,,
APM_INTERLINE,APM,FLIGHT,BASE TABLE,,7,ID,NUMBER,YES,,
APM_INTERLINE,CDC,TABLE_STRUCTURE_CACHE,BASE TABLE,,2,TABLE_NAME,TEXT,NO,,
APM_INTERLINE,APM,PNR_ERROR,BASE TABLE,,6,DATA_HORA_PNR,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,FLIGHT,BASE TABLE,,4,CATEGORY,TEXT,YES,,
APM_INTERLINE,APM,PNR_AUDIT,BASE TABLE,,4,ACTION,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT_PNR_ERROR,BASE TABLE,,8,DESTINATION_AIRPORT_NAME,TEXT,YES,,
APM_INTERLINE,APM,CONTACT,BASE TABLE,,16,POSTAL_CODE,TEXT,YES,,
APM_INTERLINE,APM,PAYMENT_CARD,BASE TABLE,,5,CREATED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PASSENGER_POINTS_PLUS_MONEY,BASE TABLE,,6,CREATED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PNR_ERROR_CANCEL_BOOKING,BASE TABLE,,16,DATA_TRANSACTION_ID,NUMBER,YES,,
APM_INTERLINE,APM,PNR,BASE TABLE,,6,OFFICE_ID,TEXT,YES,,
APM_INTERLINE,APM,PASSENGER_PNR_ERROR,BASE TABLE,,13,DATA_TRANSACTION_ID,NUMBER,YES,,
APM_INTERLINE,APM,PASSENGER_POINTS_PLUS_MONEY,BASE TABLE,,1,FARE,NUMBER,YES,,
APM_INTERLINE,APM,PASSENGER_CANCEL_INFO,BASE TABLE,,2,LAST_MODIFIED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,CONTACT,BASE TABLE,,2,CITY,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT_DETAIL,BASE TABLE,,9,ID_FLIGHT,NUMBER,YES,,
APM_INTERLINE,APM,PNR_ERROR_CANCEL_BOOKING,BASE TABLE,,3,OPERATION,TEXT,YES,,
APM_INTERLINE,APM,PNR_ERROR,BASE TABLE,,7,ID,NUMBER,YES,,
APM_INTERLINE,APM,PAYMENT_OTHER_TAXES,BASE TABLE,,7,CURRENCY,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT_DETAIL,BASE TABLE,,7,ID,NUMBER,YES,,
APM_INTERLINE,APM,FLIGHT_DETAIL,BASE TABLE,,11,DESTINATION_AIRPORT,TEXT,YES,,
APM_INTERLINE,APM,PASSENGER_POINTS_PLUS_MONEY,BASE TABLE,,4,LAST_MODIFIED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,REFUND_PAYMENT,BASE TABLE,,7,TIMESTAMP_TRANSACTION,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,CONTACT,BASE TABLE,,21,DATA_TRANSACTION_ID,NUMBER,YES,,
APM_INTERLINE,APM,PASSENGER,BASE TABLE,,2,PRINCIPAL_CONTACT,BOOLEAN,YES,,
APM_INTERLINE,APM,EXCHANGE_RULES_UPLOAD_EXECUTION,BASE TABLE,,1,CREATED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PAYMENT,BASE TABLE,,6,CURRENCY,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT,BASE TABLE,,9,BAGGAGE_QUANTITY,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT_PNR_ERROR,BASE TABLE,,7,FLIGHT_TYPE,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT_DETAIL,BASE TABLE,,16,TIMESTAMP_TRANSACTION,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,CONTACT_BKP,BASE TABLE,,15,PNR,NUMBER,YES,,
APM_INTERLINE,APM,PNR_ERROR_CANCEL_BOOKING,BASE TABLE,,9,CANCEL_TYPE,TEXT,YES,,
APM_INTERLINE,APM,CONTACT,BASE TABLE,,18,STREET,TEXT,YES,,
APM_INTERLINE,APM,FLIGHT_PNR_ERROR,BASE TABLE,,3,ORIGIN_AIRPORT_NAME,TEXT,YES,,
APM_INTERLINE,APM,CONTACT_BKP,BASE TABLE,,14,NEIGHBOURHOOD,TEXT,YES,,
APM_INTERLINE,APM,PASSENGER,BASE TABLE,,13,TIMESTAMP_TRANSACTION,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PNR_AUDIT,BASE TABLE,,2,PNR_ID,NUMBER,YES,,
APM_INTERLINE,APM,PASSENGER_POINTS_PLUS_MONEY,BASE TABLE,,11,TIMESTAMP_TRANSACTION,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PASSENGER_POINTS_PLUS_MONEY,BASE TABLE,,12,DATA_TRANSACTION_ID,NUMBER,YES,,
APM_INTERLINE,APM,PNR,BASE TABLE,,8,CREATED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,FLIGHT_DETAIL,BASE TABLE,,5,LAST_MODIFIED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PAYMENT_INSTALLMENT,BASE TABLE,,6,LAST_MODIFIED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,PAYMENT,BASE TABLE,,4,CREATED_DATE,TIMESTAMP_NTZ,YES,,
APM_INTERLINE,APM,CONTACT_BKP,BASE TABLE,,2,CITY,TEXT,YES,,
