database_name,schema_name,table_name,table_type,table_description,ordinal_position,column_name,data_type,is_nullable,column_default,column_description
TRUSTED_FIDELIDADE,TPAPP,TB_CUSTO_POR_BOOKING,BASE TABLE,,2,QTD,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_FUEL,BASE TABLE,,3,DEF,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_OD_PADRAO,BASE TABLE,,10,HASH_PROCESSAMENTO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TP_LEG_LOG,BASE TABLE,,20,PROB_LF_MEN_IGU_DILU,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_ROUTRANSFER,BASE TABLE,,1,ND_OD,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_OD_LOG,BASE TABLE,,11,TP_CNX,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_DUMP_LOG,BASE TABLE,,5,FLTNO,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_TB_MARGINAL,BASE TABLE,,6,CABINE,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_REGIONSND,BASE TABLE,,2,KM,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_VLR_NAVITAIRE_LOG,BASE TABLE,,1,HASH_PROCESSAMENTO,TEXT,YES,,Chave de versionamento do processamento do Transfer Price, a qual associa todos os registros utilizados para um processmento específico do Transfer Price (log de processamentos)
TRUSTED_FIDELIDADE,TPAPP,TB_AUX_DEPARA_TRECHOS,BASE TABLE,,4,CABINE,TEXT,YES,,Define a cabine do trecho Y (Econômica) ou C (Business)
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_MEDIA,BASE TABLE,,4,TPRICE,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_PREMISSAS,BASE TABLE,,2,DEF,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_EPM_EXTRACAO_DIARIA_LOG,BASE TABLE,Tabela de log de alterações dos registros ingeridos na TB_EPM_EXTRACAO_DIARIA. Todo registro que sofreu alguma alteraão, a versão anterior é ingerida nesta tabela. Caso o registro não tenha versão no LOG, apenas na tabela "não LOG", então o registro não teve nenhuma alteração desde a sua primeira ingestão,2,DTH_ALTERACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,,Data/hora de última alteração do registro em horário local
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_NAVITARE_LOG,BASE TABLE,,2,HASH_PROCESSAMENTO,TEXT,YES,,Chave de versionamento do processamento do Transfer Price, a qual associa todos os registros utilizados para um processmento específico do Transfer Price (log de processamentos)
TRUSTED_FIDELIDADE,TPAPP,TB_EPM_EXTRACAO_DIARIA,BASE TABLE,Tabela com valores totais por Conta Contábil que são consumidas no processo do Tranfer Price, com origem nos dados do Oracle EBS ingerido no Snowflake, com ingestão direta via base de dados e de origem na view "EPM.DBO.EXTRACAO_DIARIA" utilizada pelo Pedro Augusto (pedro.augusto),4,CONTA_CONTABIL,TEXT,NO,,Conta contábil
TRUSTED_FIDELIDADE,TPAPP,TB_AVG_EQP_LOG,BASE TABLE,,6,AVG_EQP,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_NAVITARE_LOG,BASE TABLE,,12,AMOUNT,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_FUEL,BASE TABLE,,8,AD_FB,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_BI_CICLOS_LOG,BASE TABLE,,4,EQP,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_OD,BASE TABLE,,10,HASH_PROCESSAMENTO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_TB_MONTH,BASE TABLE,,1,DEFC,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,10,ARRVLTV,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_ROUTE_LOG,BASE TABLE,,8,ND,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_SCHEDULE_FLIGHTS_LOG,BASE TABLE,,18,CREATEDDATE,TIMESTAMP_NTZ,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_COST_FUEL_LOG,BASE TABLE,,4,VLR_COST_DOM,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_LEG_LOG,BASE TABLE,,18,NEST2,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_SCHEDULE_FLIGHTS_LOG,BASE TABLE,,26,FLTTYPE,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_DUMP,BASE TABLE,,8,PAX,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_INDI_FX,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),
TRUSTED_FIDELIDADE,TPAPP,TB_MARGINALSEATCOST_LOG,BASE TABLE,,5,PAX_RELATED_COSTS,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_NAVITARE_LOG,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_NAVITARE_LOG,BASE TABLE,,21,POINTCOST,NUMBER,YES,0,
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_LEG,BASE TABLE,,21,CAP,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_AVG_KG_PAX,BASE TABLE,,1,DEF,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_CUSTO_POR_BOOKING_LOG,BASE TABLE,,4,CANAL,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_FUEL_CLOSING_LOG,BASE TABLE,,7,FLIGHTTYPE,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_FUEL_CLOSING_LOG,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_LEG,BASE TABLE,,4,DEPDATE,DATE,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_OD_LOG,BASE TABLE,,3,CABOD,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_BI_CICLOS,BASE TABLE,,8,DH_CARGA,TIMESTAMP_NTZ,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_PREMISSAS_LOG,BASE TABLE,,3,DT_REF,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,12,CAPACITY,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TBS_CONTROLE_CARGA_MODULO,BASE TABLE,Tabela de controle de processamentos do Transfer Price, onde SAFRA é relacionada com o tri ao qual se refere o processamento do TP e HASH_PROCESSAMENTO é a versão a qual se refere o processamento do TP para a safra em questão,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_OD_LOG,BASE TABLE,,4,PAX,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_EPM_EXTRACAO_DIARIA_LOG,BASE TABLE,Tabela de log de alterações dos registros ingeridos na TB_EPM_EXTRACAO_DIARIA. Todo registro que sofreu alguma alteraão, a versão anterior é ingerida nesta tabela. Caso o registro não tenha versão no LOG, apenas na tabela "não LOG", então o registro não teve nenhuma alteração desde a sua primeira ingestão,4,CONTA_CONTABIL,TEXT,NO,,Conta contábil
TRUSTED_FIDELIDADE,TPAPP,ETL_VLR_NAVITAIRE_LOG,BASE TABLE,,2,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_MEDIA,BASE TABLE,,2,QTD,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_COST_FUEL_LOG,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,TB_OD,BASE TABLE,,7,RECEITA_MEDIA,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_AUX_ALERTAS,BASE TABLE,Tabela de controle de alertas de carga do Transfer Price, baseado em validações das origens previamente ao processamento do Transfer Price, evitando que um erro grave, como falta de dados de um período, impactem no resultado final,4,DADO_ORIGEM,TEXT,YES,,Dado de origem ao qual se refere o alerta
TRUSTED_FIDELIDADE,TPAPP,TB_TP_LEG,BASE TABLE,,24,TRANSFER_FINAL,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_MARGINALSEATCOST,BASE TABLE,,11,CONECTION_FEE_R,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_MEDIA,BASE TABLE,,5,DEF,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TP_LEG,BASE TABLE,,25,HASH_PROCESSAMENTO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_DUMP,BASE TABLE,,19,CUSTO_TOTAL,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_TB_FUEL,BASE TABLE,,5,SAFRA,TEXT,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_TB_LEG,BASE TABLE,,12,Others,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_TB_LEG,BASE TABLE,,17,CAP Earned,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPRAW,TB_EPM_EXTRACAO_DIARIA,VIEW,,1,ACCOUNT,TEXT,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,52,DH_CARGA,TIMESTAMP_NTZ,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_BI_RECEITA,BASE TABLE,,7,DH_CARGA,TIMESTAMP_NTZ,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,33,MODIFIEDDATE,TIMESTAMP_NTZ,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SQL_ROUTE,BASE TABLE,,2,ND_OD,TEXT,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_TB_LEG,BASE TABLE,,2,Segment,TEXT,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,38,OPERATINGFLIGHTNUMBER,TEXT,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,32,MODIFIEDAGENTID,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,31,LID,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_CUSTO_POR_BOOKING,BASE TABLE,,4,DH_CARGA,TIMESTAMP_NTZ,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_SCHEDULE_FLIGHTS,BASE TABLE,,6,AIRCRAFTTYPESUFFIX,TEXT,YES,,
TRUSTED_FIDELIDADE,TPRAW,TB_EPM_EXTRACAO_DIARIA,VIEW,,3,TOTAL,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPRAW,ETL_TB_OD,BASE TABLE,,3,Rev,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BI_CICLOS_LOG,BASE TABLE,,5,EQPT,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BI_CICLOS,BASE TABLE,,7,FLIGHT_TIME_N,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_DUMP,BASE TABLE,,7,CAPACITY,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_ROUTE,BASE TABLE,,4,OD,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TMP_FUEL_NOVA,BASE TABLE,,4,ESTADO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_LEG,BASE TABLE,,25,FARE_MAIOR,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_CUSTO_POR_BOOKING,BASE TABLE,,1,SAFRA,DATE,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_TOTAL_PAX_AUX_LOG,BASE TABLE,,2,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,ETL_REGIONSND,BASE TABLE,,18,REL3,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_LEG_LOG,BASE TABLE,,12,POINTS,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_TB_MONTH,BASE TABLE,,8,SAFRA,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_TB_MARGINAL,BASE TABLE,,7,AV_TIME_FIN,FLOAT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_FUEL_CLOSING_LOG,BASE TABLE,,4,DEPARTURESTATION,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TP_LEG_LOG,BASE TABLE,,5,ND_MARKET,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_PREMISSAS,BASE TABLE,,7,HASH_PROCESSAMENTO,TEXT,YES,,Chave de versionamento do processamento do Transfer Price, a qual associa todos os registros utilizados para um processmento específico do Transfer Price (log de processamentos)
TRUSTED_FIDELIDADE,TPAPP,ETL_SCHEDULE_FLIGHTS_LOG,BASE TABLE,,28,INVENTORYKEY,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_FUEL_LOG,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,TRANSFER_MEDIA_LOG,BASE TABLE,,8,CABIN,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_CUSTO_POR_BOOKING_LOG,BASE TABLE,,4,QTD,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_TB_LEG_LOG,BASE TABLE,,21,CAP,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TEMP_OD_PADRAO,BASE TABLE,,2,CABIN1,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_MARGINALSEATCOST_LOG,BASE TABLE,,1,DTH_CRIACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),Data/hora local de criação do registro
TRUSTED_FIDELIDADE,TPAPP,ETL_TMP_ROUTRANSFER_SQL,BASE TABLE,,1,ND_OD,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_ADIC_FUEL_BURN,BASE TABLE,,3,EQUIPAMENTO,TEXT,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_BASE_LEG,BASE TABLE,,5,PAX,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,TB_TP_LEG,BASE TABLE,,15,MARKET_SHARE,NUMBER,YES,,
TRUSTED_FIDELIDADE,TPAPP,ETL_CAPA_EQUIPAMENTO,BASE TABLE,,2,DTH_ALTERACAO_REGISTRO_LOCAL,TIMESTAMP_NTZ,YES,CURRENT_TIMESTAMP(),
TRUSTED_FIDELIDADE,TPAPP,TB_MARGINAL,BASE TABLE,,4,DEF,TEXT,YES,,
